,Tweet,Emotion
681,deci plang sincer nu mai pot la vama au apasat pe si pein mijloc mai are putin si se rupe tot in 2,Tristete
682,Îți fut o palmă și tactu miorlăie,Furie
683,deci iar am anxietate în legătură cu școala,Frica
684,"  ba din contra , a crescut , vin colegii la munca cu drag !",Bucurie
685,"  nu vorbesc de haine . vorbesc de un stil e viata . toate enumerate mai sus(si multe altele ) au originea in oamenii care s- au revoltat asupra ce era considerat "" normal "" si au decis "" ne luam viata in maini si ne cerem drepturile pt ca sistemul e cor",Furie
686,"— “ Acum că statuia gunoiului ăsta e bucăți , hai să -i ardem și casa ! … ”   ( Le Canard   enchaîné   despre actuala furie a distrugerii statuilor )   guillotine2020 BlackLivesMatter charliehebdo CanardEnchaine",Furie
687,Fotbal : FlamengoRiodeJaneiro a cucerit Supercupa Braziliei,Neutru
688,E nasol să bei singur frate . Nu o mai fac ...,Tristete
689,"Ascunderea nepăsării , a insolenței și a bătăii de joc !   Gata cu spaima ! – , Lect . dr. la Universitatea din București , Profesor-cercetător la Universitatea din Nisa , la Laboratorul SIC.Lab Mediterrannee ,",Furie
690,"  Așa este , din nefericire . Nu mai e în siguranță în niciun produs natural . Am contaminat cam tot . Peste tot .   Cu toate astea , la mine la țară majoritatea folosesc apa potabilă din fântâni . Deși există apă curentă .",Tristete
691,"  .. Și ce e și mai trist , e faptu ca nui singuru loc din țară care sa distrus .. Am fost in urmă cu 2 ani la Băile Herculane 😔 jale cu J mare",Tristete
692,"Reţeaua teroristă Stat Islamic revendică atacul din Afganistan , soldat cu 29 de   morţi",Frica
693,"Un scandal a izbucnit pe rețelele de socializare după ce un al unei firme de prelucrare a laptelui s- a filmat făcând baie într- un cazan cu lapte , relatează presa turcească . benefit",Furie
694,"ALARMANT ! BILANTUL COVID - MARTI 3 NOIEMBRIE 2020 . Până astăzi , pe teritoriul României , au fost confirmate 258.437 de cazuri de persoane infectate cu coronavirus , Buzău - total cazuri : 4085 ,   57 noi ( 24 h ) , rata d eincidenta la 14 zile :   1,37 !",Frica
695,"     Eu am fost în Tg . Jiu o singură dată și doar ca să vizitez operele lui , nu știu cum era înainte sau acum . Dar îmi pare că e delăsare față de orașele mai micuțe , cele mici oricum",Tristete
696,Fariseilor şi cărturarilor le zicea : Voi sunteţi pui de viperă voi vă asemănaţi cu mormintele văruite indignat de îngâmfatele lor postiri şi dăruiri ale bogaţilor le spunea că doi bani ai unei văduve sărace sunt mai preţuiţi înaintea lui Dumnezeu decât darurile lor bogate,Furie
697,"Lume , am si eu o rugaminte la voi , cei care aveti cont pe   sa ii ardeti la baiatul asta un raport pentru furt , respectiv plagiat , toata pagina aia a lui e un plagiat de la cap la coada , fura fara nici un resentiment . , merci !",Furie
698,"Aceste superbe cu înăltimea de 100cm , au ajuns in noua lor casa , unde deja sunt copleșite de atentie si dragoste 🥰   Daca vrei si tu ghivece cu fericire , contacteaza -ne si saptamana viitoare , le aducem la …",Bucurie
699,pe afara 💖 Pentru ca prietenul tău sa fie fericit ar trebui să ieși cu el de cel puțin 3 ori pe zi si macar odata pe sa te duci cu el undeva unde are mult spatiu si sa îl lași liber sa poata alerga si eventual sa iei si o mingiucă 🎾 pentru a va juca impreuna 🎀 💖,Bucurie
700,"  Pui SIM -ul intr- un tel pe care stii sigur ca Digi ofera VoWiFi   ; VoLTE si apoi muti in telefonul nou .   Daca vei alege tot Samsung atunci o sa le ai activate , daca schimbi modelul va trebui sa activezi manual din "" hidden menu "" tastand nist",Neutru
701,Ce inseamnă de fapt “ fluturii din stomac ” ?    -,Neutru
702,sunt impostor si in viata reala nu numai pe among us pt ca ma pricep sa mi fut singura orice bucurie din viata si orice sansa oferita,Furie
703,"În spatele vilei cu grădină , în spatele jachetei și cravatei , zâmbetul binevoitor , autoreferenția , suburbia .",Bucurie
704,"A fost dat în judecată de fosta soție , dar se apără cu înverșunare . , despre : „ Trebuie să răspundă ea în fața legii „ ...",Furie
705,An nou cu sănătate și fericire ! 🥂 🎆,Bucurie
706,Episcopia Husilor : Am luat act cu profunda mahnire de ingradirea discretionara si ofensatoare a accesului la racla Sfintei Paracheva,Tristete
707,"Uitarea Ai sosit , dulce uitare , Din cumplitul meu necaz Și din dragostea cea mare Nici o urmă n- a rămas . Și- n aceste ceasuri line , Eu cu suflet liniștit Cugetându -mă la tine Mă întreb de te- am iubit . În articol , - …  ",Tristete
708,cu o pregătită pentru era digitală : Pactul verde european are ca obiectiv transformarea Europei într- un prim continent neutru din punct de vedere climatic până în 2050   EUGreenDeal DigitalEU,Neutru
709,! Masca în autobuz o consider obligatorie în condițiile astea de epidemie . Deși a naibii de neplăcută 😢,Tristete
710,Mda .... ce să mai cam nasol!Am stat aproape 3 luni în casa degeaba!La noi nici nu zici ca a fost virus vreodată!Populația la terase   ... măștile nu se mai poarta ....,Tristete
711,"ÎNGRIJORARE . SECȚIA ATI a spitalului COVID din Târgu-Cărbunești , PLINĂ de -  ",Frica
712,E jale in oras . Toată lumea e agitată,Tristete
713,"  Când prostimea l- au ales pe criminalul , - , a fost primul care l- a felicitat pentru că a instaurat democrație în România ... 😬 Eu nu am văzut , nici auzit , că America l- ar fi ajutat sau felicitat pe ac",Furie
714,Un carabinier timid veghea la staţie dacă pasagerii au   măşti,Frica
715,rusă de atletism va merge în instanţă dacă săi li se refuză participarea sub drapel neutru -,Neutru
716,Sa ma fut pe pasarile lu taicameu ne certam cu el de 2 ani sa distruga cuiburile din fata casei si nu vrea ca cica aduc armonie da cacatii de pe toate mesele si scaunele si de pe jos nu vrea sa le curețe,Furie
717,Voi fi îndurerată in fata ta și cred ca voi face un lucru bun,Tristete
718,"   Și mie mi s- ar părea greu ce faci tu acum la birou . Cât despre muzică , nu o poți face în cap , ai nevoie de instrument ca să îi dai viață . În cap îți creezi doar niște idei despre ce ar trebui să faci ca să iasă",Neutru
719,"  Mi se pare o prostie atitudinea romanilor la o stare de urgenta .    Ala iese din tab la intimidare , ca in afara de bat romanii nu inteleg nimic si sunt iresponsabili .",Frica
720,"Cele 2 luni de "" urgență "" au fost groaznice . De- acuma încep lunile de "" alertă "" , care se anunță absurde .",Frica
721,"VACCIN anti-Covid19 : se descurcă de trei ori mai bine cu vaccinareadecât Uniunea Europeană , cu cele 27 de state membre . În timp ce 11,7% din populaţia UE este la primă doză de vaccin , procentul în cazul SUA se ridică la 30% .",Neutru
722,"al Arabiei Saudite , despre atacul terorist din Viena : "" Aceasta crima odioasa este contrara tuturor religiilor """,Frica
723,Cred că cineva e pus pe enervat populația . Noiembrie 89 . Tic-tac .,Furie
724,"4 . Toate țările UE sunt indignate de aceste evoluții și trebuie să elaboreze o nouă politică în ceea ce privește Qatar și promovarea directă a terorismului , care a afectat deja mii de vieți .   Qatar",Furie
725,Un mesaj care mă doboară de la o persoana care o am la ❤ ️   Testul meu este pozitiv ..   Astfel se încheie șansa mea de a continua de a ajuta din spital . Sunt tristă ..     Singurul lucru pe care pot să -l spun ..   Izolarea mea începe de astăzi . 😞,Tristete
726,Intimidare mafiotă .,Frica
727,Votanții USR sunt foarte bine reprezentați în această poză de ... mormanele de gunoaie ... !Pentru asta s- au zbătut dolofanii de ei să voteze cu aprigă înverșunare neomarxistă ... !Cinste lor ... !Nu -i nicio diferență între votanți și rezultatul votului lor ... Toți sunt niște ... gunoaie .,Furie
728,"Cu toții avem un vis special în care casa noastră este unică și construită exact cum ne dorim . - cu drag la visul dumneavoastră și vă propunem să achiziționați o parcelă de 630 mp , în cartierul Via Carmina ( comuna Vladimirescu ) ....",Bucurie
729,Coronavirusul a creat panica in toata lumea ! a reactionat dur,Frica
730,"  e okay , e prima oară . aveam și emoții foarte mari și de asta , plus îmi tremura în mare hal pe ambreiaj",Frica
731,stii ce frustrata sunt .. pentru toate armele imi trebe chestii care pica numa la domains si sunt toate la sf saptamanii,Furie
732,"  Talentu . Mi a plăcut f mult , frumos .",Bucurie
733,Clipe de coșmar pentru un cu arsuri grave ! De șase zile așteaptă să fie transferat în străinătate ...,Frica
734,Am pornit o miscare revoluționară pe data de 12 septembrie,Furie
735,"  e on and off de vreo lună jumate treaba asta în București . Și non -ATI e full , deci nu mai vor să țină cazuri f ușoare . nasol să ai nevoie și să fie primul loc liber la Craiova .",Tristete
736,"M- am delectat putin in gradina , , , a fost bine , , mi- am incarcat oarecum bateriile , , , avand o alta stare de spirit si cu desfacutul de nuci , , bune gust dulceag- acrisor si oarecum neutru , , savurand si ne mai trebuindu -mi o perioada de timp , , , m- a simt parca mas fii saturat",Bucurie
737,"  știau!Lumea nu știa , majoritatea nu știu nici acum si le cumpără in continuare , pt că sunt obligatorii si mai ieftine . S -au sesizat/alarmat doar cei care se pricep și n- au interese pecuniare ; așa s- a aflat , iar acum administrați",Frica
738,Te iubesc super ⭐ ! 😌 ❤ ️,Bucurie
739,Cu mânie   proletară Iohannis atacă extrem de dur PSD care cică se luptă să dea Ardealul ungurilor ! ! ...,Furie
740,"Tesla va exporta modelul 3 fabricat în China către Europa , marcând o altă etapă importantă pentru gigafabrica sa din Shanghai  ",Neutru
741,hai vino acum și spune -mi sa nu ma supăr pe -mea ca e mica și nu știe atunci de ce nu e învățată ca nu e civilizat sa de cum arata unu ? râde si ma-sa cu ta-su in loc sa o învețe,Furie
742,mi- e frică de singurătate și de iubiri prea devreme spulberate .,Frica
743,"kotiki , multumesc mult pentru . m- am bucurat ca ati fost asa receptivi . chiar mi- a fost util ! azi am si procurat o masinica cred eu bunisoara si care s- a incadrat in buget :)",Bucurie
744,"Compara Închirieri mașini Newcastle-Upon-Tyne Buget Închirieri mașini – Newcastle-Upon-Tyne de închiriat auto Newcastle-Upon-Tyne , sau doar Newcastle , așa cum",Neutru
745,a făcut pasul pe care toată lumea îl aștepta ! Milioane de au fost în extaz ...,Bucurie
746,"Putin , cel mai sexy din Rusia . Culmea , e admirat mai mult de decât de",Neutru
747,"   Daaa , de javră pesedistă bolșevică pentru penali .",Furie
748,"trece politia de cel putin doua trei ori noapte cu girofarurile pornite si cum stau fix langa drum dintr- o data imi e toata camera rosu albastru si tresar intr- un hal,,,,,,stop scaring me like this",Frica
749,ai incercat de pe pc ? eu stiu ca aveam un ditamai pomelnicul de trupe la locatie,Neutru
750,„ Ținutul celor liberi ” se pregătește să „ sărbătorească ” rezultatul alegerilor prezidențiale . Așa ar trebui să arate democrația ? Cu ferestre baricadate și acuzații de din toate părțile ? De aici ar trebui noi „ să luăm lumină ” în materie de drepturi și libertăți ? O.K. ! ! !,Furie
751,"Universitatea Craiova caută prima victorie din 2021 pe terenul celor de la FC Voluntari , mâine , de la ora 17:30 , în direct pe și pe   pentru RCS-RDS .",Neutru
752,"Fotbal : CFR Cluj - Academica Clinceni şi FCSB - FC Botoşani , în prima etapă a play-off -ului Ligii I",Neutru
753,"Astăzi îmi   doresc să fiu , să zâmbesc și sa mă bucur de tot .   Aaa , și să nu mor înaintea lui , Bună dimineața !",Bucurie
754,Dar ceea ce ar trebuii să știm este că cea mai importantă clasă este OMENIA .. Dar se pare că nu mulți dintre noi trec prin școala vieții .... In fine .. Iubita mea LUMY astăzi vreau să fii veselă și optimistă și,Bucurie
755,Student teolog uimește juriul la   „ Aleg muzica . Rămân un om al Bisericii ”,Neutru
756,""" Hai , tati , du -te până în faţa porţii ! "" Cristi Borcea e în extaz : "" Chiar sunt fericit acum ! "" Un an a aşteptat acest moment",Bucurie
757,faptul ca era pe tl si m- am speriat ca am zis ca arata ca al meu 💀,Frica
758,"Daca ar fi sa folosesc un singur cuvant ca descriu ce vad in jurul meu in Romania , azi este agresivitate !",Furie
759,Se fut hipopotamii ce să mai .,Furie
760,"Experiment cu gemeni identici : Unul a mâncat carne , altul a devenit vegan . Ce s- a întâmplat dupa 3 luni -  ",Neutru
761,Când Guvernul României este incapabil să facă un amărât sistem de monitorizare statistică …,Tristete
762,"   De- ar fi asa atunci am avea un stat bogat . Dar guvernul si populatia stau unii langa ceilalți , la prins picaturi .   Țeava merge la aia care fac optimizari fiscale , iau ajutoare de zeci de milioane , ONG -uri , ambasade . Adică a",Furie
763,Cum se alungă plictiseala din Parlament ...,Neutru
764,"  Dincolo de faptul ca e , mai inseamna si ca sintem pe un drum foarte foarte periculos . Catre un soi de dictatura soft-online . Iar , faptul ca sintem din ce in ce mai conectati ; mai izolati , imi da 😱 Something must be done !",Frica
765,", cea mai îndrăzneață apariție . A uitat că nu are haine , iar sunt în extaz - IMPACT   via",Bucurie
766,Si 90% din ei sunt saracii sclavi . Fac cele mai proaste munci si traiesc de azi pe maine . Mi e mila de ei dar pot accepta cavei sa ne hotarasca presedintele,Tristete
767,La necaz Dumnezeu ne face sa nentoarcem cu siguranta la el . La figurat si uneori la propriu . Dumnezeu sa ne ajute sa scapam de asta fratilor ca nu e de joaca !,Tristete
768,De ascultat când pandemia vă dă fiori :),Frica
769,Tragedie la ieşirea din Hunedoara : un s- a răsturnat cu maşina în Cerna,Tristete
770,"  EXACT se aud dintr o data si ma fac sa tresar , , , mai sare si pisica pe mn si ma sperie",Frica
771,"Bună dimineața , ! Multă sănătate !   Începem ziua cu gânduri bune , puțin umor , un zâmbet și mult optimism și vom constata că astfel scăpăm de stres și ne putem concentra pe ceea ce este important pentru noi și ne face bine .. …",Bucurie
772,"am luat 5 la istorie pentru ca aveam un atac de anxietate cand m a ascultat si nu am fost in stare sa raspund . vreau sa ma arunc pe geam , multumesc .",Frica
773,Adica eu fac atac de panica cu gandirea mea in perspectiva si tu asa ma incurajezi ? 😂 👋 🍷,Frica
774,"Toată energia cu acest amestec in difuzor ! ! Pune 4 picături de lavanda , 3picaturi de pace și calma și 3 picături de stres departe ! !",Bucurie
775,"L- am lasat pe de 7 ani sa plece in parc cu trotineta si cu un vecin . Am fost atat de bucuros ca pleaca incat am uitat sa -i zic d- alea cu "" atentie la aia si la aia si la aia "" . Am i a bad parent ?",Bucurie
776,"Monitorul ASUS ROG Strix XG438Q cu rezoluție 4K , 120Hz și diagonală de 43 inch acum cu 1000 lei mai ieftin BFro  ",Neutru
777,"  Ești foarte frumoasa , o încântare sa te vedem în serial , mult succes frumoasa ! 💖 💖 💖 🌹 🌹 🌹",Bucurie
778,Bun așa ✅,Bucurie
779,"  - Eutanasia , legalizată în Portugalia de către Parlament . Biserica Catolică , indignată -",Furie
780,Acum am aflat pentru ce Presedintele Iohannis e TURBAT . Guv . ORGAN3 trebuie sa justifice starea de urgenta in toate OUG .   Art. 4 si art.7 . Nu are voie sa ne puna pe usa si poarta si mecanizatele sa stea in unitati si trimte,Furie
781,Gîndul dimineții izolate . Simt acea melancolie à la Lars von cînd văd cît de mulți sînt convinși că restrîngerea libertăților duce la creșterea siguranței . Stăm în case ( unii dintre noi ! ) cu convingerea că îndeplinim un ritual care ne slavează . Bieții de noi ...,Tristete
782,"Sunt foarte bucuros că de luni în Canare avem voie să alergăm la maxim 4 kilometri de casă şi să plimbăm o oră . În sfârşit , sper că pleacă vecinii de acasă .",Bucurie
783,"Aseară am fost la magazin să îmi câteva lucruri , atenție ! “ câteva ” nu am rupt coșul ca alți , dar asta e alta . Și nu am avut timp să văd știrile românești la tv , în dimineața asta l- am văzut pe , plin de   furie și supărat , i- am dat dreptate 👏 🏻 pe deplin . 😞",Furie
784,Pandemia și incertitudinea nu s- au terminat . Europenii trăiesc o perioadă de anxietate   puternică,Frica
785,Cred că am să dezvolt în noaprwa asta un ... coșmar din cauza caprei ăsteia! ... Brrrr ... !,Frica
786,"   Eu tocmai mi- am luat o trântă pe scări , rău de tot . M- a ferit Dzeu . și n- am nimic rupt , dar sunt varză de durere . Din punctul ăsta de vedere , pot doar să simpatizez cu , mai ales că acel costum îți limitează sever nu do",Tristete
787,"Nelipsită de pe orice birou în această perioadă , crema de mâini este un MUST-HAVE pentru a ne păstra mâinile hidratate , catifelate și tinere . Cremă hidratantă reunește un complex de uleiuri vegetale nutritive , acid hialuronic și vitamina E care hidratează pielea în profunzime .",Neutru
788,Mă bucur omg 😳 😳 😳 e super piesa chiar mă bucur mult că i- ai dat o șansă și că îți place,Bucurie
789,Scandal după colaborarea lui cu Ruby și Costi Ioniță ! “ Cea mai proastă piesă în care a « cântat » Salam ” | VIDEO ...,Furie
790,"  Ce articol de prost gust și ce că   publică asemenea tentative patetice de jurnalism ... Titlul este cea mai nefericită alegere posibilă , iar în privința infracțiunilor , se pare că au scăzut cu 75% în perioada aceasta !   h",Furie
791,Macron a numit decapitarea drept un „ atac terorist islamist ” ...,Frica
792,"Vintule , DAMBLAUA actelor FALSE si a schimbarii PRENUMELUI , in principal , al Menajerelor , o are de mult , te infoia , ca eu NU MANINC , ACTE , ci FASOLE cu CIOLAN , care a iesit extrem de gustoasa . Actele FALSE , ii fac ORGASME , tigancii-lesbience .",Furie
793,Friptura de porc cu pastai si ceapa coapta,Neutru
794,29 septembrie - Ziua internaţională de conştientizare a risipei alimentare ( ONU ) . Marcarea acestei zile trage un semnal de alarmă cu privire la modul în care sunt produse şi consumate alimentele .   risipaalimentara foodwaste IDAFLW,Frica
795,"  Daca Asus , atunci Zenbook sau ceva de genul dat 😅 asta din poze arată ca laptop de 3000 lei 🤷 ‍ ♂ ️",Neutru
796,"Ai deșeuri din biomasa ( lemn , tocătura , deșeuri vegetale , etc.)??? .... Poti scapa de ele fara sa poluezi , asigurand energie Termica   ; Electrica in mod GRATUIT ! ! !",Neutru
797,"Îi explicam , , Eu”-lui că poate cel puțin cu cei care mă cunosc de mai mult timp , cu cei în care am putea avea încredere să o lase pe , , Mine ” să mai vină ... El , însă , posomorât și îngândurat cum nu l- am mai văzut , mi- a răspuns că : , , De azi înainte să nu mai ai încredere nici în …",Tristete
798,"” Eram o timidă cu mâini roşii de emoţie . Astăzi toți bărbaţii se înclină în faţa mea , mă numesc şi îmi sărută mâna , care – uite – a devenit albă . Eu sunt Anna . Anna ” - ANNA KARENINA , după romanul …",Frica
799,"  Cred ca asta revolta orice om de bun simt , care strange din dinti si isi vede de treaba lui , desi a platit taxe in tara asta , incearca macar din respect fata de , sa se supuna regulilor . Dar nah , la ce sa te astepti cand cineva imbracat in geaca",Furie
800,Acest scop al calatoriei da fiori ! Pentru propria inmormantare ?,Frica
801,"Nici o indignare sa n- aveti , clocoteau de indignare in ian 1990 , pe motiv ca R Campeanu si C Coposu voiau sa vanda tara , sa aduca boierii si mosierii , sa fure puterea de la cfsn si iliescu Melania Cincea . Nu surprindere , doar indignare clocotindă",Furie
802,De ce sa -i lase sa voteze 3 zile ? voteze cum votam si noi . Si de ce sa aiba mai multi ? Adică voteaza acolo si tragem noi aici . Sictir .,Furie
803,"La mulți ani , dragă surioară ! Vreau să -ți doresc ca fiecare zi nouă să -ți umple sufletul cu fericire , bucurie , bunătate și inspirație . Să rămâi la fel de frumoasă , amuzantă și veselă ...",Bucurie
804,"  Tu , sasalaule esti indurerat ca pierzi voturi , in rest te doare in pix , nu ne mai lua de prosti !",Tristete
805,"Ceea ce începe ca o încercare plină de bunătate pentru a oferi consolare , se transformă într- o mânie periculoasă , care guvernează acțiunile lui Maud .",Furie
806,Te dezumanizeaza ca om ! Eu nici cu carantina din Romania nu am fost de acord . A fost impinsa la extrem . Sunam in Romania si auzeam prin telefon urletele alea ingrozitoare la portavoce cu “ Stati in ca -se ! Stati in ca -se ! ” Mi,Furie
807,Să ai parte doar de IUBIRE ! Să fii sănătos și voios ! Să te bucuri de cei di jurul tău și ei de tine ! ! ! E o onoare să fim contemporanii tăi ! ! ! ️Happy31stBirthdayCanYaman,Bucurie
808,"Comemorarea Holocaustului Romilor . Iohannis : Romii au fost unui regim criminal . , cu durere , că printre s- au aflat şi români ...",Tristete
809,", indignat : Brânză în loc de asfalt pe străzile   Capitalei",Furie
810,India : Doi bărbaţi au fost arestaţi după furturi cu ajutorul maimuţelor -,Neutru
811,"   .. bun bun a plecat a plecat , dar de ce nu la făcut cadou unui amărât ca sunt destui care zi bogdaproste ....",Tristete
812,Super incantata de noua loțiune tonica cu vitamina C de la avonspace ! ⠀ Pielea mea după 5 zile de folosire arata mult mai luminoasa și hidratata ! ⠀ Mulțumită celor de la the_buzzstore_ro am putut sa ma bucur de toată …,Bucurie
813,... apropo de cărora sa nu le umpli gura cu ... va prezentam muiozaurul autohton ... votantul PSD care le știe pe toate .. numai când ia muie nu ... sa asta si- a muia corespunzătoare ...,Furie
814,"   4 .    si adevarat :   unicele    intervale inchinate   reflecției   sunt   asociabile unor intamplari   extraordinare , generatoare   de jale si lacrimi .",Tristete
815,""" Trecând prin parcul Herăstrău , spre birou , am constatat cu stupoare și indignare ca monumentul dedicat UE și sai a fost vandalizat ! Dar vandalizarea nu e decât un aspect minor . Mai grave sunt mesajele scrise cu grafitti pe statui și ... ""   ",Furie
816,Super piesă ! ! ! 👍 👏 👏 👏 👏 👏 👏 Crăciun Fericit ! 🎅 🎅 🎅 🙏,Bucurie
817,Pana nu trece de ora 11 tot o sa am o anxietate nu mai pot,Frica
818,Iti mulțumesc că îmi oferi bunătate de cafea ... că fără ea nu funcționez ! ⚘ ☕ ☕ ☕ ☕ 🙏 🍀 👍,Bucurie
819,Reteta zilei : Frigarui de pui cu sos pesto,Neutru
820,ÎNGRIJORARE în CEO . LIDER : Angajații întreabă de unde o să mai fim   plătiți,Frica
821,frate cand ascult to the beat nu pot efectiv sa trec de partea soptita adica iubesc cantecul in intregime jur dar intro -ul se simte asa de scurt si dupa ce se termina dau melodia de la inceput pentru ca vreau sa il aud din nou nu ma satur de el de ce sunt asa,Bucurie
822,Sa fie “ starea ” de sambata atunci in fiecare zi 🙌 . O zi placuta! ☕ ️,Bucurie
823,Bună dimineața .. 🌞 ... da ... trebuie o revoltă a sinelui .. ! !,Furie
824,"Iarnă grea , zăpadă mare , o potecă îngustă prin zăpadă . O doamnă se îndreaptă către casă . Din sensul opus vede îndreptându -se către ea o namilă cu braţele întinse , clătinându -se . Speriată , îşi adună puterile şi când tipul vine aproape se repede la şi îi dă un şut zdravăn",Frica
825,Rudele mele îmi dau fiori ..... și la votări,Frica
826,Aroganța Alexiei Eram la petrecerea lui . Velea turbează de furie - EVENIMENTUL ZILEI,Furie
827,""" Am vrut să creăm o experiență unică pentru ascultare în premieră a noului nostru EP . Un eveniment vizual , plin de emoție , realizat cu o tehnică pe care noi n- am mai văzut -o până acum . ”-   despre noul EP - AmendsStripped , ce va fi lansat mâine . Listening party azi !",Neutru
828,„ O pildă frumoasă despre bunătate ”   с помощью,Bucurie
829,s- a declarat „ umilit și ofensat ” de măsurile împotriva Covid-19 . îndeamnă oamenii să le respingă -,Furie
830,Fond de investiţii clujean finanţează o firmă elveţiană premiată de -,Neutru
831,"Comisiile pentru cultură au respins rapoartele de activitate ale Televiziunii publice pe 2017 , 2018 şi 2019 -",Neutru
832,"„ Națiunea suferă , iar cineva câștigă ” . Un al a comparat prețul legumelor cumpărate angro cu cele din magazine și",Tristete
833,Cum sa vegan si sa ramai sanatos . Sfaturi de la cei care au   reusit,Neutru
834,"   Diar , sunt fericit ca sezonul 4 nu o sa fie amanat pentru ca sezonul 3 a fost amanat 120 DE ZILE si daca si sezonul 4 o sa fie amanat pe ultima suta de metri dau rage , dar cred ca nu se va intampla asta .",Bucurie
835,"LIVE VIDEO Viitorul - Sepsi , de la 19:00 , pe . tremură pentru rămânerea în Liga 1 stire   digisport 2review",Frica
836,"   Pentru a băga panica in populatie , de aceea au făcut mascarada aia . Au spus că a fost la nunta , minciuna ,   ca nu a fost la nunta . Ci cât se baga mai multa teamă in om , cu atât el este mai usor de manipulat .",Frica
837,se implică în războiul din Guvern : Coaliției de guvernare chemați la Cotroceni,Neutru
838,a fost amendat cu 1.500 lei pentru că nu a purtat mască de protecţie în Parlament,Neutru
839,Nu are nimeni milă de mine pe root twt,Tristete
840,"A lăsat un fără laptop și printer . Un din Băcioi , reținut de polițiști",Neutru
841,"- M- am săturat de mania asta a vitezei a ta ! E pentru a treia oară când era cât pe ce să mă , se răsteşte soţul , înfuriat la culme .   - Iubitule , te rog , mai dă -mi o şansă !",Furie
842,"  Ăștia care ați votat la "" referendumul pentru justiție "" , vă traduc pe scurt ce e scrie mai jos : ăștia vă iau de , pentru că sunteți proști . Hai , mai ieșiți în piață și muie Dragnea .",Furie
843,"Cum kilu ' meu sa justifici prin pandalie imposibilitatea de- a trimite pe mail un draft de contract , ma ? 😂 😂 😂",Furie
844,", indignat , după ce mai multe gherete au fost instalate ilegal ( VIDEO )   ",Furie
845,"Programul spectacolelor , din această săptămână , la Opera Brașov   brasov cultura eveniment",Neutru
846,"  Pot sa fac scandal pe orice subiect , iubire mică 😬",Furie
847,"Teren industrial de vânzare . ( intravilan , construcții ) Localizare : Arad , DN 7 , Zona Industrială Vest , ( lângă Filip Spedition Arad ) La intrarea pe Autostrada A1 , lângă Dedeman și BricoDepo )   Suprafață : 8.340",Neutru
848,Andreea Bălan a izbucnit după ce a fost criticată că își atacă fostul soț pe rețelele de socializare : “ Nu e ușor deloc să … ” ...,Furie
849,Din păcate că să găsim exemplele de mai sus trebuie să ne cam întoarcem în timp . Dacă ne uităm la cei ce vor să ne conducă în prezent intrăm în depresie !,Tristete
850,Bună dimineața draga ! Duminica binecuvânta ! ❤ ️ Sa fitu fericite ! ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,Bucurie
851,"„ Acolo unde există iubirea lui , singurătatea se risipește . Ești liniștit , bucuros , plin . ” - De Interes - Gânduri Ortodoxe",Bucurie
852,"  Da , pe deoparte era dezolant , pe de alta era liniște , plăcut",Tristete
853,"Atunci când ai de soare si- ti tremura dinții în gura 🚴 time la Brasov , Romania",Frica
854,moment potrivit pentru a lua legătura cu un . privește partea plină a paharului . 2021 este despre optimism,Bucurie
855,Băse explică de ce bea doar whisky : „ Am rămas cu frică de apă de când eram marinar ! ” Din motive oarecum asemănătoare nici cu barca nu îi place . A rămas cu o fobie față de ideea de flotă de când era ministru .,Frica
856,La mulți ani 🥳 🍰 🎂 🥂 sănătate și fericire alături de cei dragi 🙏,Bucurie
857,"„ La revedere , Domnule , să rămânem solidari!” . Solidari?Ori cuvintele nu au niciun sens , ori asta este o vorbă aiurea!Dimpotrivă , ni se cere să rămânem solitari , ă evităm chiar și cel mai mic contact . În jargonul actual , a te arăta altruist înseamnă să fii cât se poate de egoist !",Furie
858,Sicriele închise ale de COVID-19 continuă să stârnească revoltă . Un din Cluj a lansat acuzații dure : “ Pe au băgat -o dezbrăcată ! ” ...,Furie
859,pune la bătaie un premiu de 100 de milioane de dolari pentru ...   on,Neutru
860,vreau sa mai dorm dar ii deja aproape 12 și face nervi,Furie
861,Posted withregram • laditaromaneasca Desfăț dulce din livadă ! 🍒 🍒 🍒 Ia o părticică din România și dăruiește -o mai departe lumii ! 💙 💛 ❤ ️ producatorilocali producatoriromani produsinromania fabricatinromania …,Bucurie
862,"liga1 playoff etapa2 fcsbcraiova   Aceasta este echipa trimisă în teren de în partida cu Universitatea Craiova , care va începe la 20:30 , în direct la Digi Sport ,   ; …",Neutru
863,"fata din scara doi etaju sapte este o persoana impecabila , speciala si de departe , perfecta . ea transmite prin puterea ei fizica de fericire , extaz si curiozitate . aceasta poate fi caracterizata indirect de catre narator si relatia cu ei , din care reiese ca-",Bucurie
864,Oare -n ce stadiu cronic de melancolie blegoasă tre ' să fii ca să mai poți asculta asemenea răsuflături desuete ? ? ?,Tristete
865,Muzica este însă cea care înalță dincolo de erorile umane .,Neutru
866,"Compara Închirieri mașini Phuket Închirieri mașini – Phuket Ieftin de închiriat auto În Marea Andaman de pe coasta de vest a Thailandei , centrul de vacanță al",Neutru
867,Să tragă muzica !   prin,Neutru
868,"Si astea , ca mi au alimentat anxietate",Frica
